作品类型,作品名,评论内容,主题列表,主题,情感代码,情感
书籍,女性卫生用品的社会史,当月经用品是我工资的一至几倍，虽然我也渴望方便、舒适、安全、卫生、体面，但是我大概率是不会进行这样的“大件”消费的，因为生活更需要钱的地方多着呢！谁能说月经贫困不是一个性别问题、民生问题、阶级问题？！说到底认为月经污秽，月经用品价格降不下来，安全提不上去，阻碍月经用品普及和发展的关键在女人来月经，男人不来月经，男性统治借以传说、宗教、民俗、科学等将错误的观念植入人心。法国有《月经不平等》，日本有《女性卫生用品的社会史》，我们什么时候能有这样的一本书，从本国的、社会学的角度大声、公开地谈论月经、卫生用品的意识形态变迁史？！现在谈卫生巾的问题会不会已经过时？已经没有月经贫困、卫生巾的安全隐患？答案显然是没有！,"['性别平等与权利', '身体自主与容貌', '性与性暴力']",性别平等与权利;身体自主与容貌;性与性暴力,NN,贬责
书籍,女性卫生用品的社会史,"“初潮的女孩等于一个初出茅庐的杀手，还不懂得如何掩藏血迹，而母亲会教她如何包扎伤口。”之前无意间刷到这个帖子的时候就觉得这个说法太酷了，看了这本书之后更觉得每一个女性都是浴血的战士，除了要忍受月经本身的不适，还要不断地与落后的世俗观念、糟糕的卫生用品斗争，月经不是污秽，是女人不死的勋章。
日本在美国高洁丝之后花了四十年拥有了安妮卫生巾，在这之前的几百上千年女性是如何度过这每月一次的轮回的，又有多少女性死于经血处理不当的感染，越想越觉得经过女性一代代传承改良而最终广泛应用的卫生用品是多么伟大，是女性共同体的智慧结晶。
特别喜欢田中光在书里表述出来的对于月经、经血和卫生用品的态度，不应赋予过多意义、也不应神秘化，只有积极与消极的两面论最终还是会束缚女性自己。请让自己健康快乐，是一切问题的答案。","['性与性暴力', '身体自主与容貌']",性与性暴力;身体自主与容貌,PH,赞扬
书籍,女性卫生用品的社会史,谢谢同行出版这本书！总算简中也能读到类似《月经不平等》的作品了。从战争让女人走开却抢走她们用于月经带的脱脂棉，到因为女人“不洁”而禁止女人酿酒，再到不因女人来月经而让她们少干活，只会不让她们上桌吃她们亲手做的饭，最后竟然不让女人在经期上船，怕“冲撞海神”，反而令她们负重去爬山涉水……女人不污秽，但我们被污名。读到社会学家天野正子指出：“对于广大女性而言，安妮卫生巾的出现是具有划时代意义的大事，其重要性远超登月、火箭升空”，我怎能不鼓掌！本书最后对当代女性处理月经的方法已经走得比较远了，月经杯月经盘之后还有近乎“微型刮宫”的“15分钟月经法”。但想一想，其实世界上还有数量庞大的女性处于“月经贫困”中，她们连最基本的卫生与清洁都实现不了，真的很沉痛。,"['性别平等与权利', '身体自主与容貌', '性与性暴力']",性别平等与权利;身体自主与容貌;性与性暴力,NN,贬责
书籍,女性卫生用品的社会史,从编辑的角度，看到大家的好评支持，真的很感动，我也猛增了很多信心。第一次看稿时就特别生气，凭什么觉得月经脏啊，不让经期女性和家里人一起吃饭，但该做的饭倒是一顿都不少，洗过的月经带（布、麻之类的）还要“背着太阳公公”，因为不吉利，只能晾在阴湿昏暗的角落，这种离谱的禁忌根本写不完。这本书的日本首版有个副标题，叫作“从禁忌到全球大生意”，顾名思义，发现卫生巾庞大的消费市场后，卫生巾开始普及了。但也正是因为卫生巾的普及，女性在进入社会时可以更轻松，但潜意识里的羞耻感依然存在，有谁借卫生巾像借充电宝一样“面无表情”啊。还要提一下坂井泰子，“事关女性用品，而且还是经期用品，我觉得还是由女性来做会更好一些。”女性之间的互相理解与支撑是美好且充满力量的，女性可以做的事还有更多，可以把事情做得更好。,"['性与性暴力', '身体自主与容貌']",性与性暴力;身体自主与容貌,PH,赞扬
书籍,女性卫生用品的社会史,倒霉，是女性月经的别称之一。月经尴尬，是男编剧在两性故事偏爱的桥段。在以海量书籍词条著称的豆瓣搜索“卫生巾”，只能查到九本书……政治家或男性放言尊重女性，或许应该先从了解伴随她数十年的月经开始……这本书讲述“月经”被羞辱的历史，讲述“卫生巾”堂堂正正成为女性现代日用品的历史。相关数据统计（见书中206页），每位女性一生可能要“用掉1万多片卫生巾”。我认为这是一本该入选“全民阅读”的书籍。,"['性与性暴力', '身体自主与容貌']",性与性暴力;身体自主与容貌,PH,赞扬
书籍,女性卫生用品的社会史,比较有趣的日本女性卫生用品的文化史，一方面讲述明治维新以来日本卫生巾鼻祖“安妮卫生巾”是如何从美国卫生巾的发明品牌“高洁丝”中找到制造灵感，成为国民品牌的，书中细致收录了诸多百年前的产品广告，见证广告的尺度与创意，思考日本女性社会参与度的自我认知与意识觉醒，以及日本广告艺术发展史，是本社会文化史题材的精彩小品。,"['性别平等与权利', '女性觉醒与独立', '身体自主与容貌', '性与性暴力']",性别平等与权利;女性觉醒与独立;身体自主与容貌;性与性暴力,PH,赞扬
书籍,女性卫生用品的社会史,结合最近关于卫生巾的负面新闻，这是必须认真讨论的话题，这本书从月经的生理层面以及社会层面展开，在禁忌方面，由民俗学家从古代人们对女性月经难以解释的角度，找到相关禁忌的来源之一可能是恐惧感，女性史学家研究邪马台国女王卑弥的存在，源于人们认为身心不稳定的女性比身心稳定的男性更接近神灵。在卫生巾问世之前，如书中介绍的各种处置经血的方法都让人明显感觉到不便。还值得注意的是，女性卫生用品的演化过程也体现了社会意识形态的变化。,"['性与性暴力', '身体自主与容貌']",性与性暴力;身体自主与容貌,PH,赞扬
书籍,女性卫生用品的社会史,好选题但写得挺粗糙的，无论是文献材料的整理方式还是安妮卫生巾的创业史描写可能都还不如某些公众号水平。。。想看中国版的卫生巾社会史，今年的315值得一个素材了吧。,['身体自主与容貌'],身体自主与容貌,PG,相信
书籍,女性卫生用品的社会史,“如今的日本女性能够以实惠的价格买到性能卓越的卫生用品，但我们不应该漫不经心的消费。这些产品，而是应该尽可能根据月经的状态和生活环境灵活选用并根据自身体验发表坦率的意见。”“世界各地仍有许多女性因经血处置方法不当处处受限，甚至患上传染病。”这一段绝了，想问问此地呢？,"['性与性暴力', '父权与男性凝视']",性与性暴力;父权与男性凝视,PH,赞扬
书籍,女性卫生用品的社会史,“你有那个吗？我来那个了”，“我有，我也来那个了”。很久以来，我们“月经羞耻”，用“那个”“例假”“来事儿”“来好事”“安妮”“大姨妈”含蓄委婉地指称月经，甚至连月经带、卫生巾也要换个名字，所以，今天能够正名，真的是社会进步了。考虑到每个女性一生要用掉一万片卫生巾，而世界的一半是女性，写女性卫生用品的物质文化史、社会生活史、观念变迁史，都意义重大。本书其实“不大”，主要关注“日本经验”，可是考虑到我国还没有专书进行谈论，就值得再加一星。对了，我在豆包和DS上搜了搜，输入“女性卫生用品的历史”，出来的内容百分之八十来自本书介绍。,"['性与性暴力', '身体自主与容貌']",性与性暴力;身体自主与容貌,PH,赞扬
书籍,女性卫生用品的社会史,对于这本书，只想像安妮卫生巾广告一样大喊一声，“这么多年，久等了！”其实一出就立刻读完并推荐了，豆瓣补标一下，为终于引进出版这类题目的编辑打call，这选题我推荐了好多年。,['身体自主与容貌'],身体自主与容貌,PG,相信
书籍,女性卫生用品的社会史,我觉得作为一种改变了女性生活方式和社会观念的商业史，这本书特别棒。从我母辈就在用的东西（小时候我妈收拾屋子的时候给我看过她年轻时候用的月经布带），到现在女性普遍使用的商品，月经带、卫生巾、卫生棉条、月经杯逐个登场。从亚洲（具体一点说是日本地区）早期对经血的态度和逐渐形成的羞耻感，到现当代女孩们可以和家人分享自己接受的性教育。这本书以商业史为根基，涉及社会史、女性观念的演变，以及女性对月经羞耻感的逐步退却，其实也是一种文明史的记录。我喜欢的部分还有书中收录的各种卫生巾的商业海报和对内容的策划。不得不说商业文案有时也会参与到女性主义的宣传中，有时甚至会成为掀起飓风的第一只飞舞的蝴蝶。,"['性别平等与权利', '女性觉醒与独立', '身体自主与容貌', '性与性暴力']",性别平等与权利;女性觉醒与独立;身体自主与容貌;性与性暴力,PH,赞扬
书籍,女性卫生用品的社会史,“不必担心经血渗漏”能够大大激发女性的潜能。我们无法想象，一个为处置经血头疼的运动员要怎样在赛场上突破自我，一个被困在“月经小屋”的人要怎样去实现自我价值。日本学者濑川清子在《女性的民俗志》中这样写：“（来月经的女性）不必移居他屋，许是神明死了心，懒得再惩罚凡人的缘故。也不知是凡人变得强大了，还是神明变得软弱了。”从这层意义上讲，前段时间那场有关卫生巾的争论来得不是太早，而是太迟——我们关注的绝不仅仅是卫生用品，而是这个星球上一半人口的健康、快乐和自由。,"['性别平等与权利', '身体自主与容貌', '性与性暴力']",性别平等与权利;身体自主与容貌;性与性暴力,PH,赞扬
